"ID","Gene.title","Gene.symbol","Gene.ID","UniGene.title","UniGene.symbol","UniGene.ID","Nucleotide.Title","GI","GenBank.Accession","Platform_CLONEID","Platform_ORF","Platform_SPOTID","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"201339_s_at","sterol carrier protein 2","SCP2","6342","","","","Homo sapiens sterol carrier protein 2 (SCP2), transcript variant 1, mRNA","302344758","NM_002979","","","","1p32","Chromosome 1, NC_000001.10 (53392901..53517289)","cholesterol binding///fatty-acyl-CoA binding///long-chain fatty acyl-CoA binding///oleic acid binding///phosphatidylinositol transporter activity///propanoyl-CoA C-acyltransferase activity///protein binding///receptor binding","alpha-linolenic acid metabolic process///bile acid biosynthetic process///bile acid metabolic process///cellular lipid metabolic process///fatty acid beta-oxidation using acyl-CoA oxidase///inositol trisphosphate biosynthetic process///lipid hydroperoxide transport///lipid transport///peroxisome organization///phospholipid transport///positive regulation of intracellular cholesterol transport///positive regulation of intracellular cholesterol transport///positive regulation of steroid metabolic process///progesterone biosynthetic process///protein localization to plasma membrane///small molecule metabolic process///steroid biosynthetic process///unsaturated fatty acid metabolic process","cytoplasm///intracellular membrane-bounded organelle///mitochondrion///NOT nucleolus///nucleus///peroxisomal matrix///peroxisome///protein complex","GO:0015485///GO:0000062///GO:0036042///GO:0070538///GO:0008526///GO:0033814///GO:0005515///GO:0005102","GO:0036109///GO:0006699///GO:0008206///GO:0044255///GO:0033540///GO:0032959///GO:1901373///GO:0006869///GO:0007031///GO:0015914///GO:0032385///GO:0032385///GO:0045940///GO:0006701///GO:0072659///GO:0044281///GO:0006694///GO:0033559","GO:0005737///GO:0043231///GO:0005739///NOT GO:0005730///GO:0005634///GO:0005782///GO:0005777///GO:0043234",-2.46688880952381,7.10626307692308,-5.40360548167698,9.75222874998034e-05,0.0127081235810416,1.61243059134313
"213227_at","progesterone receptor membrane component 2","PGRMC2","10424","","","","601491389F1 NIH_MGC_69 Homo sapiens cDNA clone IMAGE:3893302 5-, mRNA sequence","10328649","BE879873","","","","4q26","Chromosome 4, NC_000004.11 (129190392..129209984, complement)","heme binding///steroid binding///steroid hormone receptor activity","steroid hormone mediated signaling pathway","integral to membrane","GO:0020037///GO:0005496///GO:0003707","GO:0043401","GO:0016021",-1.85028166666666,7.57322384615385,-5.39309219824449,9.93701231948355e-05,0.0127799085887347,1.59481290593859
"209119_x_at","nuclear receptor subfamily 2, group F, member 2","NR2F2","7026","","","","AV703465 ADB Homo sapiens cDNA clone ADBCHG08 5-, mRNA sequence","10720792","AV703465","","","","15q26","Chromosome 15, NC_000015.9 (96869157..96883492)","ligand-activated sequence-specific DNA binding RNA polymerase II transcription factor activity///protein binding///protein homodimerization activity///retinoic acid binding///sequence-specific DNA binding///sequence-specific DNA binding transcription factor activity///sequence-specific DNA binding transcription factor activity///steroid hormone receptor activity///transcription corepressor activity///zinc ion binding","anterior/posterior pattern specification///blood vessel morphogenesis///fertilization///forebrain development///intracellular receptor signaling pathway///intracellular receptor signaling pathway///limb development///lipid metabolic process///maternal placenta development///negative regulation of cyclin-dependent protein serine/threonine kinase activity///negative regulation of endothelial cell migration///negative regulation of endothelial cell proliferation///negative regulation of transcription from RNA polymerase II promoter///negative regulation of transcription, DNA-dependent///neuron migration///placenta blood vessel development///positive regulation of transcription, DNA-dependent///positive regulation of transcription, DNA-dependent///radial pattern formation///regulation of transcription from RNA polymerase II promoter///regulation of transcription involved in lymphatic endothelial cell fate commitment///response to estradiol stimulus///signal transduction///skeletal muscle tissue development///trophoblast giant cell differentiation","nucleus","GO:0004879///GO:0005515///GO:0042803///GO:0001972///GO:0043565///GO:0003700///GO:0003700///GO:0003707///GO:0003714///GO:0008270","GO:0009952///GO:0048514///GO:0009566///GO:0030900///GO:0030522///GO:0030522///GO:0060173///GO:0006629///GO:0001893///GO:0045736///GO:0010596///GO:0001937///GO:0000122///GO:0045892///GO:0001764///GO:0060674///GO:0045893///GO:0045893///GO:0009956///GO:0006357///GO:0060849///GO:0032355///GO:0007165///GO:0007519///GO:0060707","GO:0005634",0.973409523809526,5.39026307692308,5.39041753115161,9.98460275973576e-05,0.0127799085887347,1.59032812558983
"203162_s_at","katanin p80 (WD repeat containing) subunit B 1","KATNB1","10300","","","","Homo sapiens katanin p80 (WD repeat containing) subunit B 1 (KATNB1), mRNA","83779013","NM_005886","","","","16q21","Chromosome 16, NC_000016.9 (57769660..57791162)","dynein binding///microtubule binding///contributes_to microtubule-severing ATPase activity///protein heterodimerization activity","cell division///microtubule severing///mitosis///negative regulation of microtubule depolymerization///positive regulation of cell death///positive regulation of microtubule depolymerization///positive regulation of neuron projection development///protein targeting","axon///centrosome///cytoplasm///growth cone///katanin complex///katanin complex///microtubule///microtubule cytoskeleton///midbody///neuronal cell body///plasma membrane///colocalizes_with spindle pole","GO:0045502///GO:0008017///contributes_to GO:0008568///GO:0046982","GO:0051301///GO:0051013///GO:0007067///GO:0007026///GO:0010942///GO:0031117///GO:0010976///GO:0006605","GO:0030424///GO:0005813///GO:0005737///GO:0030426///GO:0008352///GO:0008352///GO:0005874///GO:0015630///GO:0030496///GO:0043025///GO:0005886///colocalizes_with GO:0000922",-0.673878095238093,6.96684076923077,-5.38526125020388,0.000100770203998699,0.0127799085887347,1.58167918804508
"212154_at","syndecan 2","SDC2","6383","","","","","","","","","","8q22-q23","Chromosome 8, NC_000008.10 (97505882..97624037)","PDZ domain binding///cytoskeletal protein binding///protein binding","biological_process///carbohydrate metabolic process///chondroitin sulfate metabolic process///dendrite morphogenesis///extracellular matrix organization///glycosaminoglycan biosynthetic process///glycosaminoglycan catabolic process///glycosaminoglycan metabolic process///phototransduction, visible light///regulation of dendrite morphogenesis///response to caffeine///response to hypoxia///retinoid metabolic process///small molecule metabolic process///wound healing","Golgi lumen///integral to plasma membrane///lysosomal lumen///neuronal cell body///plasma membrane","GO:0030165///GO:0008092///GO:0005515","GO:0008150///GO:0005975///GO:0030204///GO:0048813///GO:0030198///GO:0006024///GO:0006027///GO:0030203///GO:0007603///GO:0048814///GO:0031000///GO:0001666///GO:0001523///GO:0044281///GO:0042060","GO:0005796///GO:0005887///GO:0043202///GO:0043025///GO:0005886",-1.35154142857143,6.39627307692308,-5.38447744376044,0.000100911466965561,0.0127799085887347,1.58036410762581
"201343_at","ubiquitin-conjugating enzyme E2D 2","UBE2D2","7322","","","","601493415F1 NIH_MGC_70 Homo sapiens cDNA clone IMAGE:3895850 5-, mRNA sequence","9892197","BE621259","","","","5q31.2","Chromosome 5, NC_000005.9 (138940751..139008019)","ATP binding///protein binding///ubiquitin-protein ligase activity","MyD88-independent toll-like receptor signaling pathway///TRIF-dependent toll-like receptor signaling pathway///cellular protein modification process///cellular response to hypoxia///innate immune response///protein K48-linked ubiquitination///protein polyubiquitination///protein ubiquitination///regulation of transcription from RNA polymerase II promoter in response to hypoxia///toll-like receptor 3 signaling pathway///toll-like receptor 4 signaling pathway///toll-like receptor signaling pathway///ubiquitin-dependent protein catabolic process","cytosol///nucleoplasm","GO:0005524///GO:0005515///GO:0004842","GO:0002756///GO:0035666///GO:0006464///GO:0071456///GO:0045087///GO:0070936///GO:0000209///GO:0016567///GO:0061418///GO:0034138///GO:0034142///GO:0002224///GO:0006511","GO:0005829///GO:0005654",-1.33883023809523,7.99032692307692,-5.38431481476767,0.000100940802926774,0.0127799085887347,1.58009123489692
"203652_at","mitogen-activated protein kinase kinase kinase 11","MAP3K11","4296","","","","Homo sapiens mitogen-activated protein kinase kinase kinase 11 (MAP3K11), mRNA","56237030","NM_002419","","","","11q13.1-q13.3","Chromosome 11, NC_000011.9 (65365226..65381720, complement)","ATP binding///JUN kinase kinase kinase activity///Rac GTPase binding///identical protein binding///mitogen-activated protein kinase kinase binding///mitogen-activated protein kinase kinase kinase binding///protein binding///protein homodimerization activity///protein kinase activity///protein serine/threonine kinase activity///protein tyrosine kinase activity","G1 phase of mitotic cell cycle///JNK cascade///activation of JUN kinase activity///activation of MAPK activity///cell death///cell proliferation///microtubule-based process///positive regulation of JNK cascade///positive regulation of JUN kinase activity///positive regulation of neuron apoptotic process///protein autophosphorylation///protein phosphorylation","centrosome///cytoplasm///microtubule","GO:0005524///GO:0004706///GO:0048365///GO:0042802///GO:0031434///GO:0031435///GO:0005515///GO:0042803///GO:0004672///GO:0004674///GO:0004713","GO:0000080///GO:0007254///GO:0007257///GO:0000187///GO:0008219///GO:0008283///GO:0007017///GO:0046330///GO:0043507///GO:0043525///GO:0046777///GO:0006468","GO:0005813///GO:0005737///GO:0005874",1.00092142857143,7.75018230769231,5.37842787273666,0.000102008731215097,0.0128421500433108,1.57021090918864
"219591_at","cell cycle exit and neuronal differentiation 1","CEND1","51286","","","","Homo sapiens cell cycle exit and neuronal differentiation 1 (CEND1), mRNA","109637777","NM_016564","","","","11p15.5","Chromosome 11, NC_000011.9 (787110..790126, complement)","","adult walking behavior///cerebellar Purkinje cell differentiation///cerebellar granular layer maturation///negative regulation of cerebellar granule cell precursor proliferation///radial glia guided migration of cerebellar granule cell","integral to membrane","","GO:0007628///GO:0021702///GO:0021686///GO:0021941///GO:0021933","GO:0016021",0.902195952380955,6.38031384615385,5.3699171289769,0.000103573498442173,0.0129075279930985,1.55591760289159
"208604_s_at","homeobox A3","HOXA3","3200","","","","Homo sapiens homeobox A3 (HOXA3), transcript variant 1, mRNA","84043946","NM_030661","","","","7p15.2","Chromosome 7, NC_000007.13 (27145809..27166639, complement)","HMG box domain binding///sequence-specific DNA binding///sequence-specific DNA binding transcription factor activity","angiogenesis///anterior/posterior pattern specification///blood vessel remodeling///cartilage development///embryonic skeletal system morphogenesis///glossopharyngeal nerve morphogenesis///organ formation///parathyroid gland development///positive regulation of cell proliferation///specification of organ position///thymus development///thyroid gland development///transcription, DNA-dependent","NOT nucleolus///nucleus","GO:0071837///GO:0043565///GO:0003700","GO:0001525///GO:0009952///GO:0001974///GO:0051216///GO:0048704///GO:0021615///GO:0048645///GO:0060017///GO:0008284///GO:0010159///GO:0048538///GO:0030878///GO:0006351","NOT GO:0005730///GO:0005634",0.704999523809526,5.41152153846154,5.36930741479874,0.000103686555255784,0.0129075279930985,1.55489319963492
"204655_at","chemokine (C-C motif) ligand 5","CCL5","6352","","","","Homo sapiens chemokine (C-C motif) ligand 5 (CCL5), mRNA","22538813","NM_002985","","","","17q11.2-q12","Chromosome 17, NC_000017.10 (34198495..34207377, complement)","CCR1 chemokine receptor binding///CCR1 chemokine receptor binding///CCR1 chemokine receptor binding///CCR4 chemokine receptor binding///CCR5 chemokine receptor binding///chemoattractant activity///chemokine activity///chemokine activity///chemokine receptor antagonist activity///chemokine receptor binding///phosphatidylinositol phospholipase C activity///phospholipase activator activity///protein binding///protein homodimerization activity///protein kinase activity///protein self-association///receptor signaling protein tyrosine kinase activator activity","MAPK cascade///activation of phospholipase D activity///calcium ion transport///cell-cell signaling///cellular calcium ion homeostasis///cellular protein complex assembly///cellular response to fibroblast growth factor stimulus///cellular response to interferon-gamma///cellular response to interleukin-1///cellular response to organic cyclic compound///cellular response to tumor necrosis factor///chemokine-mediated signaling pathway///chemotaxis///dendritic cell chemotaxis///eosinophil chemotaxis///exocytosis///inflammatory response///leukocyte cell-cell adhesion///lipopolysaccharide-mediated signaling pathway///macrophage chemotaxis///monocyte chemotaxis///negative regulation by host of viral transcription///negative regulation of G-protein coupled receptor protein signaling pathway///negative regulation of T cell apoptotic process///negative regulation of chemokine-mediated signaling pathway///negative regulation of macrophage apoptotic process///negative regulation of viral genome replication///neutrophil activation///positive chemotaxis///positive regulation of JAK-STAT cascade///positive regulation of T cell apoptotic process///positive regulation of T cell chemotaxis///positive regulation of T cell proliferation///positive regulation of activation of JAK2 kinase activity///positive regulation of calcium ion transport///positive regulation of cell adhesion///positive regulation of cell migration///positive regulation of cell-cell adhesion mediated by integrin///positive regulation of cellular biosynthetic process///positive regulation of homotypic cell-cell adhesion///positive regulation of innate immune response///positive regulation of macrophage chemotaxis///positive regulation of monocyte chemotaxis///positive regulation of natural killer cell chemotaxis///positive regulation of phosphatidylinositol 3-kinase cascade///positive regulation of phosphorylation///positive regulation of smooth muscle cell migration///positive regulation of smooth muscle cell proliferation///positive regulation of translational initiation///positive regulation of tyrosine phosphorylation of STAT protein///positive regulation of viral genome replication///protein kinase B signaling cascade///protein phosphorylation///protein tetramerization///regulation of T cell activation///regulation of chronic inflammatory response///response to toxic substance///response to virus","cytoplasm///extracellular region///extracellular space","GO:0031726///GO:0031726///GO:0031726///GO:0031729///GO:0031730///GO:0042056///GO:0008009///GO:0008009///GO:0046817///GO:0042379///GO:0004435///GO:0016004///GO:0005515///GO:0042803///GO:0004672///GO:0043621///GO:0030298","GO:0000165///GO:0031584///GO:0006816///GO:0007267///GO:0006874///GO:0043623///GO:0044344///GO:0071346///GO:0071347///GO:0071407///GO:0071356///GO:0070098///GO:0006935///GO:0002407///GO:0048245///GO:0006887///GO:0006954///GO:0007159///GO:0031663///GO:0048246///GO:0002548///GO:0043922///GO:0045744///GO:0070233///GO:0070100///GO:2000110///GO:0045071///GO:0042119///GO:0050918///GO:0046427///GO:0070234///GO:0010820///GO:0042102///GO:0010535///GO:0051928///GO:0045785///GO:0030335///GO:0033634///GO:0031328///GO:0034112///GO:0045089///GO:0010759///GO:0090026///GO:2000503///GO:0014068///GO:0042327///GO:0014911///GO:0048661///GO:0045948///GO:0042531///GO:0045070///GO:0043491///GO:0006468///GO:0051262///GO:0050863///GO:0002676///GO:0009636///GO:0009615","GO:0005737///GO:0005576///GO:0005615",0.821396190476191,4.97140307692308,5.36574861946971,0.00010434901955004,0.0129178289035197,1.54891280810966
